#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Botrytis cinerea B05.10	332648	PRJNA15632	15632	Fungi	Ascomycetes	42.6301	42.0028	GCA_000143535.4	chromosome 1:NC_037310.1/CP009805.1; chromosome 2:NC_037311.1/CP009806.1; chromosome 3:NC_037312.1/CP009807.1; chromosome 4:NC_037313.1/CP009808.1; chromosome 5:NC_037314.1/CP009809.1; chromosome 6:NC_037315.1/CP009810.1; chromosome 7:NC_037316.1/CP009811.1; chromosome 8:NC_037317.1/CP009812.1; chromosome 9:NC_037318.1/CP009813.1; chromosome 10:NC_037319.1/CP009814.1; chromosome 11:NC_037320.1/CP009815.1; chromosome 12:NC_037321.1/CP009816.1; chromosome 13:NC_037322.1/CP009817.1; chromosome 14:NC_037323.1/CP009818.1; chromosome 15:NC_037324.1/CP009819.1; chromosome 16:NC_037325.1/CP009820.1; chromosome 17:NC_037326.1/CP009821.1; chromosome 18:NC_037327.1/CP009822.1	-	18	11698	13703	5/2/2015	17/4/2018	Complete Genome	"Syngenta Biotechnology, Inc."	SAMN02953628
Aspergillus clavatus NRRL 1	344612	PRJNA15664	15664	Fungi	Ascomycetes	27.8594	49.2	GCA_000002715.1	-	AAKD03	143	9379	9121	9/9/2005	6/8/2014	Scaffold	J. Craig Venter Institute	SAMN02953636
Aspergillus fischeri NRRL 181	331117	PRJNA15672	15672	Fungi	Ascomycetes	31.3775	49.4	GCA_000149645.4	-	AAKE03	163	10664	10388	9/9/2005	6/8/2014	Scaffold	TIGR	SAMN02953637
Aspergillus oryzae RIB40	510516	PRJNA17431	17431	Fungi	Ascomycetes	37.912	48.2552	GCA_000184455.3	chromosome 1:NC_036435.1/BA000049.1; chromosome 2:NC_036436.1/BA000050.1; chromosome 3:NC_036437.1/BA000051.1; chromosome 4:NC_036438.1/BA000052.1; chromosome 5:NC_036439.1/BA000053.1; chromosome 6:NC_036440.1/BA000054.1; chromosome 7:NC_036441.1/BA000055.1; chromosome 8:NC_036442.1/BA000056.1; mitochondrion MT:NC_008282.1/AP007176.1	-	12	12347	12074	7/6/2011	4/4/2018	Chromosome	"National Institute of Technology and Evaluation (NITE), Japan"	SAMD00067075
Ascosphaera apis ARSEF 7405	392613	PRJNA72725	72725	Fungi	Ascomycetes	20.3131	47	GCA_001636715.1	-	AZGZ01	82	-	-	2/5/2016	27/5/2022	Scaffold	"Shanghai Institutes for Biological Sciences, CAS"	SAMN04908326
Laccaria bicolor S238N-H82	486041	PRJNA19043	19043	Fungi	Basidiomycetes	64.8774	47.1	GCA_000143565.1	-	ABFE01	665	18264	18215	29/11/2007	1/8/2014	Scaffold	Laccaria Genome Consortium	SAMN02769624
Phycomyces blakesleeanus NRRL 1555(-)	763407	PRJNA61391	61391	Fungi	Other Fungi	53.9392	35.9	GCA_001638985.2	-	AMYC01	80	16850	16543	6/5/2016	6/5/2016	Scaffold	DOE Joint Genome Institute	SAMN00189023
Malassezia globosa CBS 7966	425265	PRJNA18719	18719	Fungi	Basidiomycetes	8.95812	52.1	GCA_000181695.1	-	AAYY01	67	4286	4286	2/11/2007	6/8/2014	Contig	The Procter & Gamble Company	SAMN02953680
Malassezia restricta	76775	PRJNA495494	495494	Fungi	Basidiomycetes	7.36963	55.6659	GCA_003290485.1	chromosome I:NC_040193.1/CP030251.1; chromosome II:NC_040194.1/CP030252.1; chromosome III:NC_040195.1/CP030253.1; chromosome IV:NC_040196.1/CP030254.1; chromosome V:NC_040197.1/CP030255.1; chromosome VI:NC_040198.1/CP030256.1; chromosome VII:NC_040199.1/CP030257.1; chromosome VIII:NC_040200.1/CP030258.1; chromosome IX:NC_040201.1/CP030259.1; mitochondrion MT:NC_039455.1/CP030260.1	-	10	4544	4406	9/7/2018	18/4/2022	Complete Genome	NCBI	SAMN09478194
Pyrenophora tritici-repentis Pt-1C-BFP	426418	PRJNA18815	18815	Fungi	Ascomycetes	37.9975	50.8	GCA_000149985.1	-	AAXI01	48	12299	12169	10/4/2007	6/8/2014	Scaffold	Broad Institute	SAMN02953676
Fusarium oxysporum Fo47	660027	PRJNA950323	950323	Fungi	Ascomycetes	50.3588	47.71	GCA_013085055.1	chromosome I:CP052038.1; chromosome II:CP052039.1; chromosome III:CP052040.1; chromosome IV:CP052041.1; chromosome V:CP052042.1; chromosome VI:CP052043.1; chromosome VII:CP052044.1; chromosome VIII:CP052045.1; chromosome IX:CP052046.1; chromosome X:CP052047.1; chromosome XI:CP052048.1; chromosome XII:CP052049.1	-	12	17426	17127	13/5/2020	15/7/2020	Complete Genome	NCBI	SAMN14572364
Vanderwaltozyma polyspora DSM 70294	436907	PRJNA19237	19237	Fungi	Ascomycetes	14.6746	33	GCA_000150035.1	-	AAZN01	281	5767	5367	25/4/2007	6/8/2014	Scaffold	"Trinity College Dublin, Ireland"	SAMN02953681
Talaromyces stipitatus ATCC 10500	441959	PRJNA19557	19557	Fungi	Ascomycetes	35.6854	46.1	GCA_000003125.1	-	ABAS01	820	12574	13252	16/5/2007	24/2/2015	Scaffold	J. Craig Venter Institute	SAMN02953686
Talaromyces marneffei	37727	PRJNA945037	945037	Fungi	Ascomycetes	28.1983	46.7757	GCA_009556855.1	chromosome 1:CP045653.1; chromosome 2:CP045654.1; chromosome 3:CP045655.1; chromosome 4:CP045656.1; chromosome 5:CP045657.1; chromosome 6:CP045658.1; chromosome 7:CP045659.1; chromosome 8:CP045660.1	-	8	10066	9994	5/11/2019	5/11/2019	Complete Genome	NCBI	SAMN10960796
Postia placenta MAD-698-R-SB12	670580	PRJNA445945	445945	Fungi	Basidiomycetes	42.4529	53.5	GCA_002117355.1	-	NEDQ01	549	12716	12539	2/5/2017	3/5/2017	Scaffold	NCBI	SAMN02193972
Trichoderma virens Gv29-8	413071	PRJNA19983	19983	Fungi	Ascomycetes	39.0227	49.2	GCA_000170995.2	-	ABDF02	93	12405	12406	17/7/2007	1/8/2014	Scaffold	DOE Joint Genome Institute	SAMN02744059
Trichoderma atroviride IMI 206040	452589	PRJNA19867	19867	Fungi	Ascomycetes	36.1437	49.7	GCA_000171015.2	-	ABDG02	29	11810	11816	17/7/2007	1/8/2014	Contig	DOE Joint Genome Institute	SAMN02744066
Microsporum canis CBS 113480	554155	PRJNA30939	30939	Fungi	Ascomycetes	23.2631	47.5	GCA_000151145.1	-	ABVF01	17	8847	8765	15/10/2008	6/8/2014	Scaffold	Broad Institute	SAMN02953735
Trichophyton equinum CBS 127.97	559882	PRJNA20577	20577	Fungi	Ascomycetes	24.1582	47.3	GCA_000151175.1	-	ABWI01	125	8785	8676	15/10/2008	6/8/2014	Scaffold	Broad Institute	SAMN02953737
Trichophyton tonsurans CBS 112818	647933	PRJNA38223	38223	Fungi	Ascomycetes	22.9886	48.1	GCA_000151455.1	-	ACPI01	111	8625	8521	7/8/2009	6/8/2014	Scaffold	Broad Institute	SAMN02953761
Trichophyton rubrum CBS 118892	559305	PRJNA38221	38221	Fungi	Ascomycetes	22.53	48.3	GCA_000151425.1	-	ACPH01	36	8713	10418	16/9/2009	26/8/2014	Scaffold	Broad Institute	SAMN02953760
Nannizzia gypsea CBS 118893	535722	PRJNA20599	20599	Fungi	Ascomycetes	23.2729	48.4	GCA_000150975.2	-	ABQE01	19	9029	8921	25/7/2008	16/7/2015	Scaffold	Broad Institute	SAMN02953728
Podila verticillata NRRL 6337	1069443	PRJNA20603	20603	Fungi	Other Fungi	41.9129	48.8706	GCA_000739165.1	mitochondrion MT:CM002878.1	AEVJ01	56	12774	12595	12/8/2014	15/8/2014	Scaffold	Broad Institute	SAMN00699802
Enterocytozoon bieneusi H348	481877	PRJNA21011	21011	Fungi	Other Fungi	3.86074	33.7	GCA_000209485.1	-	ABGB01	1733	3805	3632	5/12/2007	4/8/2014	Scaffold	Tufts Cummings School of Veterinary Medicine	SAMN00017218
Verticillium dahliae VdLs.17	498257	PRJNA28529	28529	Fungi	Ascomycetes	33.9003	55.6	GCA_000150675.2	-	ABJE01	55	10811	10535	18/3/2008	6/8/2014	Scaffold	Broad Institute	SAMN02953716
Blumeria graminis f. sp. triticale	1689686	PRJEB40658	736910	Fungi	Ascomycetes	141.403	43.6634	GCA_905067625.1	chromosome 01:LR898468.1; chromosome 02:LR898469.1; chromosome 03:LR898470.1; chromosome 04:LR898471.1; chromosome 05:LR898472.1; chromosome 06:LR898473.1; chromosome 07:LR898474.1; chromosome 08:LR898475.1; chromosome 09:LR898476.1; chromosome 10:LR898477.1; chromosome 11:LR898478.1	CAJHIT01	36	7993	7993	14/6/2021	14/6/2021	Chromosome	UNIVERSITY OF ZURICH	SAMEA7375779
Moniliophthora perniciosa FA553	554373	PRJNA28951	28951	Fungi	Basidiomycetes	26.6633	47.7	GCA_000183025.1	-	ABRE01	25056	16443	13560	2/12/2008	9/11/2015	Scaffold	"Universidade Estadual de Campinas (UNICAMP), Brazil"	SAMN02953729
Agaricus bisporus var. bisporus H97	936046	PRJNA61005	61005	Fungi	Basidiomycetes	30.2337	46.5	GCA_000300575.1	-	AEOK01	29	10606	10448	1/10/2012	1/8/2014	Scaffold	JGI	SAMN02744070
Alternaria brassicicola	29001	PRJNA418710	418710	Fungi	Ascomycetes	31.0365	50.8	GCA_002796735.1	-	PHFN01	29	-	-	27/11/2017	27/11/2017	Contig	IRHS	SAMN08032350
Verticillium albo-atrum	27335	PRJNA392396	392396	Fungi	Ascomycetes	36.4685	56.5	GCA_002851705.1	-	NMXJ01	20	-	-	3/1/2018	3/1/2018	Scaffold	Wageningen UR	SAMN07298694
Cryphonectria parasitica EP155	660469	PRJNA207842	207842	Fungi	Ascomycetes	43.8704	50.8	GCA_011745365.1	-	WHUS01	26	11709	11588	25/3/2020	26/3/2020	Scaffold	DOE Joint Genome Institute	SAMN02744051
Trichophyton benhamiae CBS 112371	663331	PRJNA30573	30573	Fungi	Ascomycetes	22.2242	48.7	GCA_000151125.2	-	ABSU01	68	8035	7974	17/3/2010	6/8/2014	Contig	Arthroderma Genome Sequencing Consortium	SAMN02953733
Pleurotus ostreatus	5322	PRJNA670761	670761	Fungi	Basidiomycetes	34.9705	50.8487	GCA_014466165.1	mitochondrion MT:NC_009905.1/	JACETU01	17	11855	11718	3/9/2020	3/9/2020	Contig	NCBI	SAMN15594696
Beauveria bassiana ARSEF 2860	655819	PRJNA38719	38719	Fungi	Ascomycetes	33.6978	51.5	GCA_000280675.1	-	ADAH01	237	10364	10364	18/7/2012	11/8/2014	Scaffold	"Zhejiang University, China"	SAMN02981247
Beauveria brongniartii RCEF 3172	1081107	PRJNA72729	72729	Fungi	Ascomycetes	32.516	51.5	GCA_001636735.1	-	AZHA01	241	9595	9595	4/5/2016	4/5/2016	Scaffold	"Shanghai Institutes for Biological Sciences, CAS"	SAMN04908327
Rhodotorula graminis WP1	578459	PRJNA32711	32711	Fungi	Basidiomycetes	21.014	67.5	GCA_001329695.1	-	JTAO01	26	7376	7225	14/10/2015	19/10/2015	Scaffold	DOE Joint Genome Institute	SAMN00138171
Serpula lacrymans var. lacrymans S7.9	578457	PRJNA32885	32885	Fungi	Basidiomycetes	42.7972	45.3	GCA_000218685.1	-	AEQB01	46	12923	12925	16/6/2011	1/8/2014	Scaffold	US DOE Joint Genome Institute (JGI-PGF)	SAMN02744068
Nosema ceranae	40302	PRJNA445857	445857	Fungi	Other Fungi	5.69075	25.4	GCA_000988165.1	-	JPQZ01	536	3264	3209	5/5/2015	5/5/2015	Contig	NCBI	SAMN02213592
Aspergillus carbonarius ITEM 5010	602072	PRJNA34741	34741	Fungi	Ascomycetes	36.1491	51.6	GCA_001990825.1	-	AHIG01	829	11735	11478	6/1/2017	15/2/2017	Scaffold	DOE Joint Genome Institute	SAMN00727628
Colletotrichum graminicola M1.001	645133	PRJNA37879	37879	Fungi	Ascomycetes	51.6443	49.0853	GCA_000149035.1	mitochondrion MT:NW_007361658.1/CM001021.1	ACOD01	654	12399	12019	5/8/2009	6/8/2014	Scaffold	Broad Institute	SAMN02953757
Metarhizium anisopliae	5530	PRJNA530366	530366	Fungi	Ascomycetes	42.8481	50.9	GCA_013305495.1	-	JABUBV01	18	13646	13650	9/6/2020	9/6/2020	Contig	Chonbuk National University	SAMN11321365
Tuber melanosporum Mel28	656061	PRJEA38847	38847	Fungi	Ascomycetes	124.946	44.9	GCA_000151645.1	-	CABJ01	398	7496	7496	27/4/2010	20/5/2010	Scaffold	The French-Italian Tuber Genome Consortium	SAMEA2272024
Phanerochaete carnosa HHB-10118-sp	650164	PRJNA38425	38425	Fungi	Basidiomycetes	46.2933	52.9	GCA_000300595.1	-	AEHB01	1137	14080	13918	1/10/2012	11/8/2014	Scaffold	DOE Joint Genome Institute	SAMN02981278
Magnaporthiopsis poae ATCC 64411	644358	PRJNA37933	37933	Fungi	Ascomycetes	39.6418	55.9	GCA_000193285.1	-	ADBL01	206	12363	12329	18/3/2011	17/6/2015	Scaffold	Broad Institute	SAMN02981251
Hamiltosporidium tvaerminnensis	1176355	PRJNA778105	778105	Fungi	Other Fungi	21.6083	26.7	GCA_022605425.1	-	JAKIMF01	27	-	-	17/3/2022	17/3/2022	Scaffold	University of Basel	SAMN23817943
Sordaria macrospora k-hell	771870	PRJNA39253	39253	Fungi	Ascomycetes	38.1518	52.1	GCA_000182805.2	-	CABT02	1212	-	-	10/12/2009	31/5/2012	Scaffold	"Ruhr University Bochum, Department of General and Molecular Botany"	SAMEA3138314
Pseudogymnoascus destructans	655981	PRJNA342683	342683	Fungi	Ascomycetes	35.8182	49.2	GCA_001641265.1	-	LAJJ01	83	9620	9405	10/5/2016	2/3/2018	Scaffold	NCBI	SAMN03382554
Schizosaccharomyces cryophilus OY26	653667	PRJNA38373	38373	Fungi	Ascomycetes	11.5548	37.7	GCA_000004155.2	-	ACQJ02	30	5494	5180	13/11/2009	6/8/2014	Scaffold	Broad Institute	SAMN02953762
Trichophyton verrucosum HKI 0517	663202	PRJNA39693	39693	Fungi	Ascomycetes	22.541	48.2	GCA_000151505.1	-	ACYE01	523	8086	8028	17/3/2010	6/8/2014	Scaffold	Arthroderma Genome Sequencing Consortium	SAMN02953766
Grosmannia clavigera kw1407	655863	PRJNA39837	39837	Fungi	Ascomycetes	29.794	53.3	GCA_000143105.2	-	ACXQ02	289	8312	8312	4/9/2009	6/8/2014	Scaffold	The Tria Project	SAMN02953765
Fusarium proliferatum ET1	1227346	PRJEB9885	356392	Fungi	Ascomycetes	45.2103	48.5	GCA_900067095.1	-	FJOF01	32	16502	16136	6/12/2016	6/12/2016	Scaffold	Institute of Bioinformatics and Systems Biology	SAMEA3862493
Trichoderma harzianum CBS 226.95	983964	PRJNA207867	207867	Fungi	Ascomycetes	40.9806	47.6	GCA_003025095.1	-	MBGI01	532	14294	14065	30/3/2018	2/4/2018	Scaffold	DOE Joint Genome Institute	SAMN00761861
Metarhizium acridum CQMa 102	655827	PRJNA38715	38715	Fungi	Ascomycetes	39.4223	49.8	GCA_000187405.1	-	ADNI01	241	9974	9849	31/1/2011	11/8/2014	Scaffold	Metarhizium genome sequencing Consortium	SAMN02981259
Zygosaccharomyces bisporus	4957	PRJNA429441	429441	Fungi	Ascomycetes	10.606	43.9	GCA_003707595.1	-	PPKA01	418	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343385
Lachancea fermentati	4955	PRJEB12930	317828	Fungi	Ascomycetes	10.2645	42.582	GCA_900074765.1	chromosome A:LT598487.1; chromosome B:LT598489.1; chromosome C:LT598485.1; chromosome D:LT598492.1; chromosome E:LT598488.1; chromosome F:LT598490.1; chromosome G:LT598486.1; chromosome H:LT598491.1	FJUO01	8	5586	5233	5/4/2016	7/10/2016	Chromosome	INRA UMR 1319	SAMEA3888429
Puccinia striiformis f. sp. tritici	168172	PRJNA835130	835130	Fungi	Basidiomycetes	89.4912	44.3415	GCA_021901695.1	chromosome 1:NC_063026.1/CM038868.1; chromosome 2:NC_063027.1/CM038869.1; chromosome 3:NC_063028.1/CM038870.1; chromosome 4:NC_063029.1/CM038871.1; chromosome 5:NC_063030.1/CM038872.1; chromosome 6:NC_063031.1/CM038873.1; chromosome 7:NC_063032.1/CM038874.1; chromosome 8:NC_063033.1/CM038875.1; chromosome 9:NC_063034.1/CM038876.1; chromosome 10:NC_063035.1/CM038877.1; chromosome 11:NC_063036.1/CM038878.1; chromosome 12:NC_063037.1/CM038879.1; chromosome 13:NC_063038.1/CM038880.1; chromosome 14:NC_063039.1/CM038881.1; chromosome 15:NC_063040.1/CM038882.1; chromosome 16:NC_063041.1/CM038883.1; chromosome 17:NC_063042.1/CM038884.1; chromosome 18:NC_063043.1/CM038885.1	JAIUNB01	184	17813	18011	2/2/2022	3/2/2022	Chromosome	NCBI	SAMN20585433
Microbotryum violaceum	5272	PRJNA771266	771266	Fungi	Basidiomycetes	27.0154	56.1	GCA_022506055.1	-	JAKMXP01	31	-	-	7/3/2022	7/3/2022	Contig	Universite Paris Saclay / CNRS	SAMN22279930
Epichloe festucae Fl1	877507	PRJNA431450	431450	Fungi	Ascomycetes	35.0237	43.7002	GCA_003814445.1	chromosome 1:CP031385.1; chromosome 2:CP031386.1; chromosome 3:CP031387.1; chromosome 4:CP031388.1; chromosome 5:CP031389.1; chromosome 6:CP031390.1; chromosome 7:CP031391.1; mitochondrion MT:CP031392.1	-	8	7137	7034	23/11/2018	24/11/2020	Complete Genome	Massey University	SAMN08391367
Bipolaris maydis ATCC 48331	665024	PRJNA295860	295860	Fungi	Ascomycetes	32.9292	50.7	GCA_000354255.1	-	AIHU01	207	12809	12705	6/4/2013	1/8/2014	Scaffold	NCBI	SAMN00113370
Encephalitozoon intestinalis ATCC 50506	876142	PRJNA42703	42703	Fungi	Other Fungi	2.2169	41.5182	GCA_000146465.1	chromosome I:NC_014415.1/CP001942.1; chromosome II:NC_014416.1/CP001943.1; chromosome III:NC_014417.1/CP001944.1; chromosome IV:NC_014418.1/CP001945.1; chromosome V:NC_014419.1/CP001946.1; chromosome VI:NC_014420.1/CP001947.1; chromosome VII:NC_014421.1/CP001948.1; chromosome VIII:NC_014422.1/CP001949.1; chromosome IX:NC_014423.1/CP001950.1; chromosome X:NC_014424.1/CP001951.1; chromosome XI:NC_014425.1/CP001952.1	-	11	2010	1938	16/8/2010	18/4/2022	Chromosome	"Keeling lab, University of British Columbia"	SAMN03081424
Melampsora larici-populina 98AG31	747676	PRJNA46711	46711	Fungi	Basidiomycetes	101.129	41.3	GCA_000204055.1	-	AECX01	462	16265	16257	12/4/2011	1/8/2014	Scaffold	US DOE Joint Genome Institute (JGI-PGF)	SAMN02744053
Mucor circinelloides	36080	PRJDB3642	313809	Fungi	Other Fungi	36.6165	37.6	GCA_001599575.1	-	BCHG01	401	-	-	1/3/2016	1/3/2016	Scaffold	"RIKEN Center for Life Science Technologies, Division of Genomic Technologies"	SAMD00028362
Thermochaetoides thermophila DSM 1495	759272	PRJNA47065	47065	Fungi	Ascomycetes	28.3228	52.6	GCA_000221225.1	-	ADUW01	21	7474	7164	19/7/2011	11/8/2014	Scaffold	EMBL	SAMN02981263
Kluyveromyces aestuarii	33165	PRJNA429441	429441	Fungi	Ascomycetes	10.0522	38.3	GCA_003707555.1	-	PPJO01	137	-	-	31/10/2018	31/12/2018	Scaffold	UW-Madison	SAMN08343397
Exophiala dermatitidis NIH/UT8656	858893	PRJNA225511	225511	Fungi	Ascomycetes	26.3768	51.4748	GCA_000230625.1	mitochondrion MT:NW_008751656.1/CM001238.1	AFPA01	11	9356	9578	14/10/2011	26/6/2017	Scaffold	NCBI	SAMN00760826
Erysiphe pisi	36044	PRJEA50315	50315	Fungi	Ascomycetes	69.261	39.2	GCA_000208805.1	-	CACM01	35300	-	-	15/2/2011	19/10/2011	Contig	Max-Planck-Institute for Plant Breeding Research	SAMEA2272766
Kluyveromyces wickerhamii UCD 54-210	861556	PRJNA50387	50387	Fungi	Ascomycetes	9.80774	40.9	GCA_000179415.1	-	AEAV01	510	-	-	14/7/2010	11/8/2014	Contig	UCSF	SAMN02981270
Pyrenophora teres f. maculata	97480	PRJNA417860	417860	Fungi	Ascomycetes	42.0275	45.9126	GCA_014334815.1	chromosome 1:CP060568.1; chromosome 2:CP060570.1; chromosome 3:CP060569.1; chromosome 4:CP060572.1; chromosome 5:CP060571.1; chromosome 6:CP060577.1; chromosome 7:CP060574.1; chromosome 8:CP060573.1; chromosome 9:CP060576.1; chromosome 10:CP060575.1; chromosome 11:CP060578.1; chromosome 12:CP060579.1	-	12	-	-	31/8/2020	31/8/2020	Complete Genome	NDSU	SAMN15340022
Claviceps paspali	40601	PRJNA625338	625338	Fungi	Ascomycetes	29.2061	49.4	GCA_013435705.1	-	JABAEC01	586	-	-	21/7/2020	21/7/2020	Scaffold	INIA	SAMN14598608
Sphaerulina musiva SO2202	692275	PRJNA51781	51781	Fungi	Ascomycetes	29.3521	51.1	GCA_000320565.2	-	AEFD01	72	10228	10144	2/10/2012	4/8/2014	Scaffold	JGI	SAMN00120232
Nematocida parisii ERTm1	881290	PRJNA51843	51843	Fungi	Other Fungi	4.07135	34.6	GCA_000250985.1	-	AEFF02	65	2724	2661	12/10/2010	11/8/2014	Scaffold	Broad Institute	SAMN02981274
Wickerhamomyces anomalus NRRL Y-366-8	683960	PRJNA60493	60493	Fungi	Ascomycetes	14.1456	35	GCA_001661255.1	-	LWUN01	46	6575	6421	10/6/2016	9/9/2016	Scaffold	DOE Joint Genome Institute	SAMN00138384
Punctularia strigosozonata HHB-11173 SS5	741275	PRJNA52407	52407	Fungi	Basidiomycetes	34.1719	54.9	GCA_000264995.1	-	AEGM01	195	11647	11540	4/6/2012	4/8/2014	Scaffold	JGI	SAMN00632096
Ophiognomonia clavigignenti-juglandacearum	218668	PRJNA434132	434132	Fungi	Ascomycetes	52.5149	-	GCA_003671545.1	-	PYFS01	5218	-	-	22/10/2018	22/10/2018	Scaffold	Colorado State U	SAMN08537252
Stereum hirsutum FP-91666 SS1	721885	PRJNA52843	52843	Fungi	Basidiomycetes	46.5116	51.3	GCA_000264905.1	-	AEGX01	159	14453	14066	31/5/2012	11/8/2014	Scaffold	JGI	SAMN02981277
Fomitopsis pinicola	40483	PRJNA354689	354689	Fungi	Basidiomycetes	45.9829	54.8	GCA_001931775.1	-	MPVS01	2178	-	-	4/1/2017	4/1/2017	Scaffold	Swedish University of Agricultural Sciences	SAMN06050584
Wolfiporia cocos	81056	PRJNA644235	644235	Fungi	Basidiomycetes	64.436	51.9	GCA_029448655.1	-	JACCLO01	76	-	-	28/3/2023	28/3/2023	Contig	"Institute of Microbiology, Chinese Academy of Sciences"	SAMN15454932
Mixia osmundae IAM 14324	764103	PRJNA205560	205560	Fungi	Basidiomycetes	13.6345	55.5	GCA_000708205.1	-	AYOQ01	156	6858	6858	16/6/2014	23/6/2014	Scaffold	DOE Joint Genome Institute	SAMN02863149
Spathaspora passalidarum NRRL Y-27907	619300	PRJNA53891	53891	Fungi	Ascomycetes	13.1821	37.5	GCA_000223485.1	-	AEIK01	8	5983	5983	16/8/2011	4/8/2014	Scaffold	DOE Joint Genome Institute	SAMN00714472
Bipolaris sorokiniana ND90Pr	665912	PRJNA53923	53923	Fungi	Ascomycetes	34.4092	49.8	GCA_000338995.1	-	AEIN01	154	12304	12210	8/2/2013	11/8/2014	Scaffold	JGI	SAMN02981285
Coniophora puteana RWD-64-598 SS2	741705	PRJNA53977	53977	Fungi	Basidiomycetes	42.9685	52.3	GCA_000271625.1	-	AEIT01	210	13896	13758	21/6/2012	11/8/2014	Scaffold	DOE Joint Genome Institute	SAMN02981286
Trametes versicolor FP-101664 SS1	717944	PRJNA56097	56097	Fungi	Basidiomycetes	44.794	57.3	GCA_000271585.1	-	AEJI01	283	14562	14292	21/6/2012	11/8/2014	Scaffold	JGI	SAMN02981287
Fomitiporia mediterranea MF3/22	694068	PRJNA56107	56107	Fungi	Basidiomycetes	63.3544	41.7	GCA_000271605.1	-	AEJJ01	1412	11411	11330	21/6/2012	11/8/2014	Scaffold	JGI	SAMN02981288
Rhodotorula glutinis	5535	PRJEB48745	782293	Fungi	Basidiomycetes	22.8842	67.5	GCA_920103745.2	-	CAKKSX02	32	-	-	24/11/2021	2/9/2022	Contig	Swedish University of Agricultural Sciences	SAMEA10945203
Gelatoporia subvermispora B	914234	PRJNA60419	60419	Fungi	Basidiomycetes	38.9697	53.6	GCA_000320605.2	-	AEOV01	740	12314	12123	18/4/2012	11/8/2014	Scaffold	DOE Joint Genome Institute	SAMN02981297
Piloderma croceum F 1598	765440	PRJNA61203	61203	Fungi	Basidiomycetes	59.3269	46.6	GCA_000827315.1	-	JMDN01	715	21607	21524	21/1/2015	15/4/2016	Scaffold	DOE Joint Genome Institute	SAMN00738176
Vavraia culicis subsp. floridensis	948595	PRJNA62117	62117	Fungi	Other Fungi	6.11869	39.9	GCA_000192795.1	-	AEUG01	379	2825	2773	17/3/2011	11/8/2014	Scaffold	Broad Institute	SAMN02981300
Zymoseptoria passerinii SP63	985148	PRJNA63049	63049	Fungi	Ascomycetes	28.7863	53.6	GCA_000223825.2	-	AFIY01	1517	-	-	8/8/2011	11/8/2014	Contig	"University of Aarhus, Bioinformatics Research Center"	SAMN02981330
Phlebia brevispora	194682	PRJNA858594	858594	Fungi	Basidiomycetes	28.6526	50.5	GCA_027627325.1	-	JANHOG01	2987	9452	9452	10/1/2023	10/1/2023	Contig	TU Dresden - IHI Zittau	SAMN29722454
Gloeophyllum trabeum ATCC 11539	670483	PRJNA64553	64553	Fungi	Basidiomycetes	37.1782	52.9	GCA_000344685.1	-	AFVP01	442	11885	11755	6/3/2013	6/5/2014	Scaffold	JGI	SAMN02743873
Hanseniaspora valbyensis NRRL Y-1626	766949	PRJNA64991	64991	Fungi	Ascomycetes	11.464	22.6	GCA_001664025.1	-	LXPE01	647	4869	4772	17/6/2016	7/9/2016	Scaffold	JGI	SAMN00253866
Neurospora tetrasperma FGSC 2508	510951	PRJNA65273	65273	Fungi	Ascomycetes	39.1463	49.4	GCA_000213175.1	-	AFBT01	81	10380	10380	11/5/2011	1/8/2014	Scaffold	US DOE Joint Genome Institute (JGI-PGF)	SAMN02769628
Epichloe glyceriae	79591	PRJNA841696	841696	Fungi	Ascomycetes	43.0876	44.5445	GCA_023658535.1	chromosome 1:CP098289.1; chromosome 2:CP098290.1; chromosome 3:CP098291.1; chromosome 4:CP098292.1; chromosome 5:CP098293.1; chromosome 6:CP098294.1; chromosome 7:CP098295.1; mitochondrion MT:CP098296.1	-	8	-	-	7/6/2022	7/6/2022	Complete Genome	Massey University	SAMN28613625
Cronartium quercuum f. sp. fusiforme G11	708437	PRJNA67371	67371	Fungi	Basidiomycetes	76.5678	42.8	GCA_015951145.1	-	AZMU01	1198	14070	13767	3/12/2020	11/12/2020	Scaffold	DOE Joint Genome Institute	SAMN00621713
